TIC,RAJ2000,DEJ2000,Period,ecc,base_flux,T0,tdur_pri,tdur_sec,phi_sec,sector1,sector2,nsector,npri,nsec,subtype,oce,meb,etv,oeb,sgl,Gaia3,Gmag,BP-RP,TOI,TOI_Disp,comments
105730289,269.426,-18.87464,0.7295172,0.0,89.12397,3775.7365348,0.4123657,0.4123657,0.5,91,92,2,53,53,contact,,,,,,4143404565913693312,15.867,2.0213,,,gaia3
106385654,269.50457,-21.65006,1.4126952,0.244,59.87275,3775.703882,0.2823684,0.2824537,0.5,91,92,2,27,26,detached,,,,,,4070390465479512704,17.083,2.5879,,,gaia3
106804175,269.64537,-18.86966,0.7653379,0.0,197.8363,3775.7420712,0.4326137,0.4326137,0.5,91,92,2,52,52,contact,,,,,,4143390688913948672,15.325,1.8127,,,gaia3
108148280,279.77408,5.58241,0.9203648,0.0,519.72632,3480.1222171,0.520244,0.520244,0.5,80,80,1,19,16,contact,,,,,,4284020455161114752,15.072,2.9177,,,
111778581,344.32632,-17.39535,45.686078,0.0,436.1142,3210.4404798,0.2016316,0.2016316,0.5,70,92,2,2,1,detached,,,,,,2403356775631204352,14.983,2.2925,7494,PC,good
113274213,284.20263,-36.44438,,,,,,,,,,,,,,,1,,,,6731109618595716352,15.035,2.9193,,,? MEB
114435818,11.19388,-18.51623,4.7624324,0.036,2588.6282,2118.9561902,0.0754205,0.0753279,0.5002,30,30,1,4,6,detached,,,,,,2369019611612014464,13.11,2.2033,,,gaia3
114471605,11.40036,-20.04662,12.7697506,0.0,162.63637,1401.075852,0.225569,1.2769751,0.5,3,3,1,2,0,detached,,,,,,2350798779793939712,16.17,2.5204,,,good
115440238,274.84372,-16.51726,0.8250648,0.0,1424.207,3775.6221261,0.4663748,0.4663748,0.5,91,92,2,46,46,contact,,,,,,4097427288914893568,13.342,2.2494,,,gaia3
115591448,272.78187,-23.45902,1.3990713,0.224,94.32458,3776.7738481,0.3168987,0.3335917,0.4991,91,92,2,28,28,detached,,,,,,4066324853790377856,16.263,1.9107,,,gaia3
116722982,46.46546,49.96875,1.1421091,0.004,420.38916,2883.0268043,0.0691712,0.0658643,0.5005,58,86,3,51,51,detached,1,,,,,439681991144937216,15.018,2.6842,,,good ztfv
117175455,47.99585,52.24208,0.2480957,0.0,2338.8337,1790.891741,0.1402382,0.1402382,0.5,18,18,1,83,83,contact,,,,,,445959171747263744,12.99,2.0276,,,ztfv
117380199,132.09232,25.24333,10.3808339,0.046,203.3674,2505.9798577,0.1294073,0.1327965,0.5001,44,46,2,5,5,detached,,,,,,690821270243016192,16.048,2.7994,,,good ztfv
117549840,0.28986,-13.86546,0.6660139,0.018,2096.1477,1354.0244215,0.0504177,0.0505626,0.4999,2,69,2,69,70,detached,,,,,,2420740604223270912,13.261,2.2718,,,good ztfv
120490566,1.82303,-36.68859,0.654117,0.089,487.26709,2088.6504748,0.0281223,0.0278978,0.4996,29,29,1,32,31,detached,,,,,,2309256687875986688,15.013,2.7879,,,? WB
121088959,56.95955,-18.90303,3.0438616,0.708,508.57297,2144.640313,0.0339539,0.035388,0.9092,31,31,1,8,7,detached,,,,,,5095118779828809728,14.994,2.7007,,,? WB ecc
121658323,288.56322,39.5416,2.4517315,0.111,89.16199,2392.1048245,0.0917867,0.0905809,0.4999,40,41,2,22,23,detached,,,,,,2099725540116396416,16.653,2.8645,,,good ztfv
124199788,104.07894,-8.59625,4.7043534,0.026,4563.9956,1469.6915725,0.0549927,0.054623,0.5002,6,33,3,16,13,detached,,,,,,3050759422614537344,12.59,2.854,,,good
124350360,227.66864,-52.8053,34.232555,0.002,30464.855,1629.7018265,0.106783,0.1068153,0.5,12,65,2,1,2,detached,,,,,,5888257093214433920,10.548,2.4284,,,?
124604724,199.67309,-31.71863,0.1169202,0.0,1026.4915,1571.4598286,0.0297283,0.02337,0.5,10,37,2,358,358,detached,,,,,,6181322502977295360,14.286,2.9619,,,vespa
124712813,104.76751,-11.72526,0.8256915,0.116,609.1814,1493.1297331,0.0422765,0.0413383,0.5004,7,7,1,27,28,detached,,,,,,3045955042137707008,14.604,2.2451,,,?
126565862,314.13911,-44.36292,3.5106237,0.305,119.72315,2037.5740623,0.1240631,0.0877126,0.5,27,27,1,7,7,detached,,,,,,6484336568879557504,16.469,2.539,,,
127459408,267.13022,-24.82962,0.8845753,0.0,115.8991,3776.0467066,0.5000136,0.5000136,0.5,91,92,2,45,46,contact,,,,,,4067309191560460288,15.997,1.8543,,,gaia3
127461113,267.11988,-24.70209,1.4324674,0.138,61.82966,3775.9709937,0.2278155,0.2308876,0.5008,91,92,2,28,27,detached,,,1,,,4067312696253903232,16.348,2.0714,,,gaia3
127992818,267.2982,-29.29055,0.9647196,0.0,25.8879,3776.2756417,0.5451512,0.5451512,0.5,91,92,2,43,37,contact,,,,,,4057239275624467328,17.181,2.1523,,,gaia3
128193913,267.41596,-28.7426,1.8472251,0.116,104.46549,3776.4788297,0.3512961,0.38352,0.5005,91,92,2,21,22,detached,,,,,,4057409596844454528,15.779,1.8328,,,gaia3
129309458,220.92951,-43.63207,1.105465,0.0,579.54364,4127.5387261,0.0745828,0.0720582,0.5003,102,103,2,40,39,detached,,,,,,6100482559819865856,14.781,2.9364,,,
129711632,322.11848,-37.64918,2.3205834,0.31,313.43494,3884.1102356,0.1159941,0.1640652,0.5,95,95,1,9,9,detached,,,,,,6583105938920401280,15.367,2.0875,6811,PC,
131567231,268.1671,-26.57616,0.8000987,0.0,22.35756,3775.457447,0.3198462,0.3198462,0.5,91,92,2,49,47,detached,,,,,,4063886991640128768,16.737,2.269,,,gaia3
132121440,268.34121,-27.4323,2.3008978,0.272,12.58363,3777.268408,0.3253469,0.3253469,0.5,91,92,2,17,17,detached,,,,,,4063693305794327808,17.563,2.6437,,,gaia3
132782901,291.18729,9.24956,2.4101304,0.031,340.32727,2770.3819415,0.106448,0.1052927,0.5001,54,54,1,10,11,detached,1,,,,,4308374951306120960,14.36,2.3744,,,gaia3
133066678,268.54621,-25.8825,1.1174122,0.0,125.23,3775.671241,0.6316267,0.6316267,0.5,91,92,2,36,34,detached,,,,,,4067314586016019456,15.302,2.1468,,,gaia3
133745291,268.70514,-26.82706,4.1273497,0.047,425.23743,3776.2449779,0.412735,0.412735,0.5,91,92,2,9,10,detached,,,,,,4063823705308732032,14.359,1.8782,,,gaia3
134129150,268.90566,-26.40039,0.7950842,0.101,25.74123,3775.5755694,0.1898851,0.1688946,0.4999,91,92,2,49,50,detached,,,,,,4063863489580680960,16.569,2.2578,,,gaia3
134679843,269.00918,-26.5359,0.7303157,0.0,5.13149,3776.0487127,0.4128171,0.4128171,0.5,91,92,2,54,52,contact,,,,,,4063857236107899648,18.202,2.5053,,,gaia3
134995082,269.08694,-25.94889,0.6901664,0.299,6.95381,3775.9663834,0.2758999,0.2758999,0.5,91,92,2,57,57,detached,,,,,,4064301511843065984,16.854,1.9859,,,gaia3
135100529,185.72873,18.83683,8.6829218,0.096,137.06511,2640.6229345,0.1533317,0.153378,0.5,49,49,1,3,2,detached,,,,,,3947322408155619456,15.571,2.6603,5628,PC,?
135693359,269.20894,-23.89904,1.1705653,0.107,77.64504,3776.2947437,0.2340424,0.2340424,0.5,91,92,2,33,32,detached,,,1,,,4067783974417377280,16.15,2.1166,,,gaia3
138653150,179.40625,64.15845,0.5466401,0.042,1090.4768,2420.4013297,0.0448472,0.0419382,0.5002,41,48,2,87,86,detached,1,,,,,863473251824517120,14.127,2.4621,,,? WB
138910382,179.90394,27.29802,1.1662762,0.041,746.41418,1900.5511978,0.0493789,0.048844,0.5002,22,49,2,35,34,detached,1,,,,,4007266407712645760,14.506,2.494,,,good ztfv
138969270,295.12656,40.58071,1.6070579,0.374,373.42065,2390.632561,0.1607058,0.1607058,0.5,40,55,4,63,67,detached,,,,,,2076601195680060160,15.032,2.6367,,,
140071846,57.16484,-36.40264,2.9520132,0.073,237.19382,2146.4153283,0.0737558,0.0737558,0.4988,31,31,1,7,8,detached,,,1,,,4858349842823847808,15.859,2.9922,,,? WB
140214098,84.97298,-33.76269,7.3513332,0.084,227.85522,1443.2317966,0.1037235,0.0998403,0.4995,5,6,2,5,7,detached,,,,,,2900589434458256256,15.628,2.0677,,,good
141227133,129.31539,-47.3835,4.8468225,0.059,11043.867,2257.530603,0.1712834,0.1712834,0.5,35,36,2,9,8,detached,,,,,,5521460490884205184,11.733,3.2308,617,PC,?
142106257,98.82558,-73.02412,5.4667399,0.034,166.19409,3937.5224295,0.0965663,0.0965663,0.5,97,97,1,8,6,detached,,,,,,5265369153139298688,16.056,2.8929,,,good
142409400,103.09397,-12.96863,1.3869033,0.03,1207.4412,1469.6473484,0.07141,0.0734046,0.4999,6,7,2,31,31,detached,,,,,,2949704240919004160,13.918,2.5866,,,good ztfv
142588954,168.17642,76.449,41.03235,0.236,1855.2532,1859.8571481,0.1410864,0.20319,0.5983,20,53,7,4,4,detached,,,,,,1080288664125447424,13.513,2.7469,,,good ztfv
142933407,178.4152,66.24356,10.3821188,0.096,157.52347,3324.4477225,0.2593962,0.2593962,0.5016,74,75,2,3,2,detached,,,,,,1056826907054257664,16.209,2.5539,,,good ztfv
143032776,167.25549,-10.18835,12.4864462,0.242,206.73546,3018.0731142,0.0881509,0.1260643,0.6207,63,63,1,2,2,detached,,,,,,3758899856418383872,15.832,2.4515,4863,PC,good
144720670,191.8578,-39.45022,0.807205,0.0,215.78601,4101.6513179,0.0879148,0.0929096,0.5038,101,101,1,27,27,detached,,,,,,6152386758548980608,16.195,3.5545,,,good
146439804,75.7333,-22.22821,,0.0,,,,,,,,,,,,,,,,1,2961107757042587904,12.339,2.0718,,,good
146712645,44.50928,-43.54134,3.0429278,0.003,329.10004,1387.5837298,0.0561684,0.0558857,0.5,3,97,3,29,28,detached,,,,,,4755573096496855680,15.485,2.8939,,,? WB
146776480,124.35503,-34.46464,41.201206,0.017,9394.832,1536.55316,0.0908915,0.0908915,0.5,8,88,6,4,3,detached,,,,,,5546354572312740352,11.448,1.9379,2605,PC,?
146846569,160.89137,-44.62239,9.5070605,0.0,122.72116,1545.450425,0.0593474,0.0593474,0.5,9,90,5,12,12,detached,,,,,,5366869160310240512,16.766,3.9259,734,EB,?
147083431,321.20474,-46.15752,1.8054102,0.109,155.83202,2062.331584,0.1276425,0.1276425,0.5,28,28,1,10,10,detached,,,,,,6575692413049998720,16.331,2.7012,,,good
147757433,213.6781,-5.20613,4.2477078,0.046,1715.9905,2699.2122137,0.0647023,0.0630909,0.4998,51,51,1,3,1,detached,1,,,,,3641131200326523520,13.691,2.5368,,,good
147975720,99.59724,-37.2419,5.7004095,0.023,1721.3374,1472.0442161,0.1006939,0.1006939,0.5,6,7,2,7,8,detached,,,,,,5580149092970413184,13.662,2.4445,,,good
148218929,229.7442,-37.75499,3.5292736,0.007,2097.8057,2336.4465807,0.1521928,0.1502203,0.4996,38,38,1,6,7,detached,1,,,,,6007150923313992704,13.416,2.548,,,vespa good
148427888,231.15679,-42.87016,0.6805198,0.0,445.22913,4154.5007464,0.0412368,0.0429761,0.4997,103,103,1,31,30,detached,,,,,,6000942019814642944,14.973,3.027,,,?
148544875,164.12664,-9.83632,3.4880695,0.0,623.09033,1547.7257796,0.0613925,0.0644258,0.4999,9,62,2,12,13,detached,,,,,,3759697620823567744,14.869,3.0325,,,good
148577779,165.07137,-11.92386,0.3486418,0.0,83.50143,4074.7659018,0.0464566,0.0365192,0.4993,100,100,1,61,61,detached,,,,,,3756793226499104768,16.785,2.0629,,,gaia3
148611095,165.21481,-7.2689,4.8374646,0.111,2190.0488,1546.9841815,0.0696296,0.0741284,0.5679,9,72,3,13,13,detached,1,,,,,3763495402705344512,13.252,2.459,,,good ztfv
149917543,160.64492,64.70151,0.1976644,0.0,1670.3247,2420.0207661,0.1116978,0.1116978,0.522,41,48,3,347,350,contact,,,,,,1058663641228841600,13.432,2.1048,,,ztf good ztfv
151267228,118.62302,-35.86711,30.282604,0.365,1191.0204,1497.5265239,1.0701668,0.7566079,0.5,7,61,4,2,3,detached,,,,,,5545411844161218944,14.002,2.784,,,?
151825527,167.99039,-39.32779,7.2671637,0.0,3243.1331,1546.4787567,0.1283695,0.1283695,0.5,9,90,5,16,16,detached,,,1,,,5396580575830873728,12.724,2.1397,672,PC,?
152502424,62.87716,-43.01087,1.1568211,0.106,77.83033,3936.7787316,0.0772863,0.072773,0.5,97,97,1,34,38,detached,,,,,,4838822241436585984,16.854,2.0387,,,good
152581643,120.09937,-30.64656,3.8645354,0.026,1918.2712,2227.4314833,0.0998483,0.1009591,0.4997,34,34,1,6,6,detached,,,,,,5596899186252409216,13.08,1.8678,,,?
152806029,181.31372,-8.38497,2.6200748,0.002,523.57886,2284.3081653,0.0862172,0.0863343,0.5001,36,36,1,8,8,detached,1,,,,,3594060695225603712,14.906,2.6469,,,good ztfv
153078576,49.74648,-46.4576,5.4139942,0.0,1512.5057,3951.9380712,0.3827694,0.3827694,0.5,30,97,3,17,16,detached,,,,,,4847001302277419904,13.614,2.2277,2407,PC,good
153672817,259.64427,-33.61931,0.6025993,0.036,1349.3381,3775.5446678,0.0696715,0.0752468,0.5,91,93,2,66,67,detached,1,,,,,5979179867198107648,13.369,1.8935,,,gaia3
154927164,205.59607,87.59126,1.6209258,0.093,152.76144,2912.1281724,0.0810218,0.0810218,0.5,59,79,3,41,39,detached,,,,,,1728717091031847680,16.353,3.1349,,,?
155657581,206.39529,79.39675,0.3681399,0.018,4933.9033,1683.5343577,0.0529378,0.052755,0.4997,14,75,13,797,779,detached,,,1,,,1715299716278321408,12.363,2.4505,,,gaia3 WB
156067195,236.86422,45.13093,3.5500049,0.005,7003.1846,1932.8624511,0.0463467,0.0459167,0.5004,23,78,6,31,32,detached,1,,,,,1397434890417900544,12.116,2.9304,,,good ztfv
156458791,56.58597,-14.94998,0.2912148,0.0,1035.9694,1411.1586643,0.1645619,0.1645123,0.5,4,31,2,150,151,contact,,,,,,5109259701953360640,14.091,2.5279,,,
157316453,105.89423,-38.8509,3.1348795,0.036,244.12769,2203.9186258,0.1066381,0.1132212,0.5016,33,34,2,14,16,detached,,,,,,5565538267065698048,15.769,2.8325,,,gaia3
157459952,106.59848,-37.90843,12.4911269,0.234,163.90265,2208.4162058,0.1559976,0.1559976,0.5,33,34,2,4,4,detached,,,,,,5565971096690260992,16.099,2.7189,,,good
157499243,260.95622,-31.32946,0.5687231,0.111,348.96991,3775.5003601,0.0568723,0.0568723,0.5,91,92,2,68,68,detached,,,,,,4058084014122402048,14.908,2.6593,,,?
158551504,287.63585,43.37082,1.4103876,0.079,220.86398,2747.8943849,0.0704981,0.0704981,0.5,53,55,2,34,34,detached,,,1,,,2102989406022280704,15.719,2.3688,,,good ztfv
159202185,201.51115,27.58393,0.2835017,0.004,5870.5112,1930.5569147,0.0226438,0.0226956,0.4998,23,50,2,118,118,detached,,,,,,1449301838900762880,12.41,2.5435,,,? WB
159466872,245.04716,82.67402,22.9963527,0.294,1005.1897,2425.136146,0.195663,0.1090153,0.555,41,53,5,5,4,detached,,,,,,1722858446402102528,14.089,2.334,,,good
160150808,222.33117,-38.17177,0.7480195,0.0,1390.3741,1601.5869435,0.074802,0.074802,0.5,11,65,2,46,46,detached,,,,,,6201473630541002624,13.829,2.6993,,,good
160162137,241.24954,85.20416,117.5985302,0.0,397.80716,2940.0864386,0.0950926,0.0967654,0.3636,59,86,5,3,1,detached,,,,,,1724291831608394624,15.352,3.0084,5575,PC,good
160164029,243.42831,84.32782,0.8395434,0.028,435.20068,1984.4184258,0.0706387,0.0744015,0.4998,25,26,2,57,57,detached,1,,,,,1724002110293844736,14.78,2.0906,,,gaia3
160328683,91.1962,-32.58024,3.1460728,0.0,306.22263,2175.5486911,0.099018,0.098858,0.5,32,87,3,24,21,detached,,,,,,2890062263458259968,15.489,2.8308,2496,PC,?
160889020,227.66682,-43.22903,18.86,0.073,12124.884,2341.3357812,0.9427152,0.9427152,0.5,38,38,1,2,1,detached,,,,,,6003644202771489280,11.632,3.49,,,?
161223358,340.97701,-53.42836,1.0307256,0.227,170.66345,2062.0275016,0.1030726,0.1030726,0.5,28,68,2,39,39,detached,,,,,,6507204692749292800,16.036,2.2846,2415,PC,good
162306409,169.17223,-45.10143,1.7772419,0.069,473.62585,3747.2813476,0.0458958,0.0454922,0.5007,90,90,1,15,14,detached,,,,,,5376496552842880128,15.09,2.894,,,?
162731723,170.92687,-47.18039,0.1711815,0.0,195.35959,3747.3880554,0.0225277,0.016785,0.3629,90,100,3,393,394,detached,,,,,,5373879131054418688,16.251,3.6849,,,?
165202476,56.28986,-39.06308,5.8174218,0.087,633.83746,3937.0968677,0.1026744,0.0866914,0.5001,97,97,1,7,7,detached,,,,,,4855422771071903232,14.368,2.1281,4666,PC,good
165227846,178.81945,-40.14919,4.1933232,0.006,588.70691,3750.8755104,0.05605,0.0566131,0.5,90,90,1,6,6,detached,,,,,,3459141135209729536,14.777,2.9468,,,
165407465,206.30495,46.31114,1.5875069,0.007,1973.4786,2641.4940391,0.07429,0.070846,0.5001,49,49,1,11,11,detached,1,,,,,1503770755884281344,13.265,2.3253,,,gaia3
166090445,215.20636,60.82634,5.3246129,0.002,3011.3987,1712.8056678,0.082586,0.0821584,0.5001,15,76,6,22,21,detached,1,,,,,1660397630369159680,12.983,2.7383,,,good ztfv
166184428,206.10616,-40.33765,32.6704318,0.0,5685.7988,2335.6018409,0.5771012,0.5771012,0.5,38,64,2,2,1,detached,,,,,,6113245033656232448,12.246,2.6307,4336,PC,? WB
166787511,38.48886,-49.82854,3.3680738,0.038,157.36539,2089.0609564,0.0629356,0.0621019,0.5001,29,30,2,15,13,detached,,,,,,4746460893881516032,16.264,2.7396,,,good WB
167573692,101.56902,-62.3478,65.0885246,0.014,216.13013,3685.1949804,0.0763316,0.07778,0.5,87,97,9,4,3,detached,,,,,,5478748316724603136,16.013,2.9066,6601,PC,?
167664935,216.37134,-41.22565,1.1713231,0.0,11748.146,2334.6310443,0.0828125,0.0828125,0.5,38,38,1,22,21,detached,,,,,,6104139604209342464,11.39,2.5206,,,?
171970567,299.39532,41.67357,1.921773,0.093,239.2717,1685.1211541,0.0679142,0.0679142,0.5,14,55,4,49,49,detached,,,,,,2075359537821247616,15.626,2.424,,,ztfv
172470022,271.94614,-22.34311,0.9047203,0.0,71.62312,3775.6029697,0.5114008,0.5114008,0.5,91,92,2,43,41,contact,,,,,,4069727189402852608,16.649,2.5218,,,gaia3
172517058,142.56511,24.55463,2.4365142,0.016,2282.2188,1871.9154317,0.0683427,0.0861048,0.5,21,72,6,55,55,detached,1,,,,,645362198213835136,13.309,2.7322,,,good ztfv
172938292,234.45119,-36.31436,0.8396678,0.0,1154.9202,4153.792217,0.0750215,0.0762403,0.4998,103,103,1,26,25,detached,,,,,,6012966725649006080,14.143,2.9242,,,
175385241,116.31893,-40.2333,5.5604131,0.034,513.505,2232.8773009,0.1389263,0.1389263,0.496,34,35,2,6,7,detached,,,,,,5536809162106730112,14.705,2.4395,,,?
176772671,142.56668,-18.84307,2.6652995,0.059,388.70966,2257.1562128,0.0765274,0.1332247,0.5,35,89,3,26,26,detached,,,,,,5678383069566263552,14.837,1.8181,2603,EB,?
176775425,88.23217,-0.74075,0.8589423,0.024,1461.6652,2202.3335645,0.0858942,0.0858942,0.5,33,33,1,28,28,detached,,,,,,3218460376351485056,13.857,2.7517,,,css ztfv
177906792,236.11236,-36.42854,0.6513102,0.0,426.66156,4162.0469854,0.0464016,0.0735282,0.4969,103,103,1,33,32,detached,,,,,,6009995742152335232,15.118,3.1872,,,?
178246933,127.90656,19.39428,2.7715183,0.019,29547.137,3238.4440514,0.097914,0.097914,0.5,71,72,2,16,15,detached,,,,,,662732046688476288,10.576,2.8605,,,ztfv WB
178354956,164.36808,-47.83847,2.8885753,0.065,311.54327,3747.9600924,0.0676824,0.067022,0.5002,90,90,1,8,9,detached,,,,,,5362503789913072768,15.309,2.4863,,,
178709444,166.07576,-47.82139,6.9433861,0.0,528.08826,1576.1467171,0.0867137,0.0866875,0.5,10,90,5,14,18,detached,,,,,,5362352744504000256,14.93,2.7548,762,PC,
179094834,286.63672,3.90288,4.2181303,0.368,4733.1265,2773.2294836,0.8433713,0.8431166,0.5,54,54,1,3,3,detached,,,,,,4269294730306503936,12.337,2.6739,,,?
180412528,11.35158,-77.86865,4.5870026,0.022,4120.7686,1326.2925343,0.1145712,0.1145712,0.5045,1,68,5,22,27,detached,,,,,,4635916819457641344,12.329,2.1075,,,? WB
180670276,200.16879,39.05783,2.3444592,0.045,279.83307,1902.2360157,0.0828516,0.0828516,0.5,22,76,3,22,23,detached,,,,,,1476464453328299264,15.546,2.8378,,,good ztfv
181516945,131.46723,-38.61619,2.1227913,0.398,664.12842,2256.4617809,0.3001627,0.3001627,0.5,35,35,1,10,9,detached,,,,,,5528978165418548992,14.467,2.1119,,,?
181602717,131.73657,-41.97734,4.9124102,0.011,131.39769,2964.0446334,0.1827362,0.1856111,0.4999,61,62,2,10,9,detached,,,,,,5524972919429439232,16.119,1.8043,,,?
182776916,124.4423,-36.06758,2.452596,0.011,2091437.5,1520.4249089,0.4903711,0.4903711,0.5,8,89,7,69,67,detached,,,,,,5543095448042982144,5.654,2.1198,,,?
183532608,359.90053,-35.0326,30.3686015,0.059,1279.2605,2093.2058599,0.1806578,0.1795626,0.5373,29,69,2,2,2,detached,,,,,,2312679845529776128,13.696,2.2081,,,? WB
183596242,18.36725,-38.35085,0.4455961,0.02,9108.2236,1354.9435806,0.0552823,0.0534356,0.4998,2,69,5,238,238,detached,1,,,,,4988735051246293504,11.452,2.1502,,,? WB
184342030,271.5863,-18.33356,0.8206721,0.075,39.61119,3775.4890906,0.1639858,0.1943966,0.5056,91,92,2,47,47,detached,,,,,,4095830454433596288,16.464,1.8331,,,?
186510259,20.59704,36.8875,2.1238247,0.068,461.17419,3585.7858201,0.0672048,0.0676257,0.5002,84,85,2,19,20,detached,,,,,,321601417344293120,14.965,2.1739,,,ztfv
186544053,132.92218,-33.10278,8.9105618,0.106,4525.4868,1518.1592434,0.0717272,0.0614368,0.476,8,62,3,7,7,detached,,,,,,5628681669362610688,12.406,1.797,,,?
188464850,133.08274,39.47454,1.78417,0.007,157.45119,2580.973436,0.0654359,0.0645847,0.5002,47,47,1,13,13,detached,,,,,,719966849594086400,16.181,2.9219,,,gaia3 WB
189565461,143.64277,-26.59666,6.3784061,0.048,211.8168,1520.6697096,0.0849597,0.0937354,0.4996,8,8,1,3,2,detached,,,,,,5661081188953512192,15.606,2.2034,,,good
189639080,144.21865,-28.48656,3.1337553,0.041,308.06238,1518.8520847,0.064991,0.065795,0.5001,8,62,4,24,25,detached,,,,,,5633689158848924416,15.45,2.6575,,,good
190332444,99.10518,43.82974,1.5945746,0.015,4140.1343,1843.5444924,0.0755751,0.0762412,0.5001,20,73,3,34,39,detached,1,,,,,964177934129917696,12.703,2.7342,,,ztfv
190885165,326.0862,42.19348,3.2984176,0.052,683.75073,1712.9769606,0.0576234,0.0570655,0.5,15,83,5,29,32,detached,1,,,,,1972599455956632448,14.638,2.9981,,,good ztfv
191694822,252.78732,-33.0164,5.2933339,0.327,867.60828,2363.3297438,0.1459393,0.1508523,0.2963,39,93,3,13,11,detached,,,,,,6027119982956696704,14.037,2.7373,,,?
192028449,265.42177,-26.14687,0.5037235,0.0,51.9805,3775.525741,0.284734,0.284734,0.5,91,92,2,81,76,contact,,,,,,4061861798692086656,16.054,1.7996,,,gaia3
193831684,270.7721,-34.20881,1.2972488,0.0,577.60327,1656.8989445,0.2592931,0.2593714,0.487,13,91,4,71,71,detached,,,,,,4042180300005971200,14.456,3.2326,,,?
194179013,271.03974,-34.12035,6.3749821,0.134,589.69629,3779.3699417,0.6374982,0.6374982,0.5,91,92,2,7,6,detached,,,,,,4042184693721031040,14.26,3.7547,3332,EB,?
194519033,312.62451,41.74133,10.1966341,0.04,6638.3125,2420.4261199,0.1801167,0.1801167,0.5031,41,55,2,6,6,detached,,,,,,2065828524341360256,11.897,1.9493,,,good ztfv
194859374,99.71918,22.9211,3.6570109,0.0,5862.2075,2479.6845587,0.3657011,0.3657011,0.5,43,45,3,18,17,detached,,,,,1,3379371940275817856,12.278,2.6275,,,?
196083021,270.35149,-25.91956,1.3196042,0.0,99.64983,3776.0073168,0.7459174,0.7459174,0.5,91,92,2,29,30,contact,,,,,,4064173311341020800,16.527,2.1829,,,gaia3
197183006,104.6617,39.74888,0.5663199,0.051,294.40942,1842.6612375,0.0427546,0.042614,0.4996,20,60,3,111,114,detached,,,,,,950418645619875840,15.59,2.7143,,,css ztfv WB
197570458,325.99417,-38.01743,7.6179345,0.327,920.79681,1332.3309034,0.073371,0.0617706,0.6945,1,68,3,7,9,detached,,,,,,6586032117320121856,14.249,2.4606,,,good
197757891,331.5055,-37.2859,1.2023003,0.133,299.22849,2062.0961888,0.0569853,0.0577538,0.4998,28,28,1,16,16,detached,,,,,,6575016243463575168,15.501,2.2657,,,?
197787155,51.15535,-59.7655,2.3132628,0.066,89.56432,2089.7876123,0.0431604,0.043343,0.5049,29,31,3,28,28,detached,,,,,,4723087132100796544,17.024,3.5897,,,good
197979666,325.8671,-54.92589,6.7095,0.01,97.04148,2041.2128105,0.1185188,0.1185188,0.5,27,28,2,4,8,detached,,,,,,6460937861927930624,16.86,3.0971,,,good
198508117,210.44325,77.27735,0.2176343,0.0,1879.5964,2420.1974255,0.1229081,0.1229081,0.5,41,53,4,431,434,contact,,,,,,1714785144835710336,13.362,2.1858,,,gaia3
199259182,263.95384,-27.57826,1.6027121,0.058,68.41182,3775.5244635,0.6406977,0.6406977,0.5,91,92,2,26,26,detached,,,,,,4061274483303760640,16.284,2.2893,,,gaia3
199574208,248.58471,57.16232,1.2683902,0.004,12090.678,1741.1972954,0.0633812,0.0633812,0.499,16,86,25,399,405,detached,,,,,,1431176943768690816,11.491,2.9244,,,? WB
200743737,49.39526,-49.39462,1.1556457,0.262,115.66867,2116.5427728,0.1155646,0.1634083,0.5,30,31,2,41,41,detached,,,,,,4749301860128897920,16.343,1.9321,,,?
200790439,52.19202,-48.49865,6.6693001,0.155,76.08477,2119.669864,0.1177731,0.0832907,0.5244,30,31,2,8,7,detached,,,,,,4833791322904630144,17.011,2.7364,,,gaia3
201052649,264.71506,-25.60751,2.0281495,0.228,39.57482,3804.509602,0.5733875,0.5733875,0.5,92,92,1,10,10,detached,,,,,,4062117843071308288,17.072,2.8943,,,gaia3
201270142,264.74277,-28.87769,0.8091328,0.0,82.07494,3803.7307137,0.4573691,0.4573691,0.5,92,92,1,25,28,contact,,,,,,4060207102374580352,15.739,2.0157,,,gaia3
201851536,264.94789,-27.94894,1.219592,0.057,65.90696,3803.0191118,0.6891765,0.6893846,0.5,92,92,1,19,16,detached,,,,,,4060464972245067136,16.904,2.7775,,,gaia3
202172346,265.18307,-26.42111,6.0112542,0.235,90.35669,3775.8720057,0.6011254,0.6011254,0.5,91,92,2,8,6,detached,,,1,,,4061828534080079744,16.446,2.12,,,gaia3
202470405,265.23953,-26.58643,2.5341648,0.358,13.52113,3777.739851,0.5066799,0.7164454,0.5,91,92,2,15,17,detached,,,,,,4061074857597706368,17.0,2.1904,,,gaia3
203122766,265.8669,-27.25243,1.1042017,0.0,127.55373,3775.8189266,0.6241593,0.6241593,0.5,91,92,2,36,36,contact,,,,,,4060792862845242624,15.55,1.9899,,,gaia3
203268198,265.96195,-24.72634,0.8551021,0.0,136.77524,3776.0938124,0.4833537,0.4833537,0.5,91,92,2,48,45,contact,,,,,,4068105512911040640,15.401,1.6725,,,gaia3
203271536,265.89535,-24.49013,1.8231197,0.224,41.69818,3777.1762137,0.5154225,0.3645138,0.5,91,92,2,23,23,detached,,,,,,4068301019785827200,16.707,1.9304,,,gaia3
